user_id	item_id
37834	1313
37834	1324
37834	1505
37834	1313
37834	1325
37834	1295
37842	1307
37847	1531
37847	1363
37847	1367
37852	1423
37852	1309
37862	1307
37865	1293
37866	1363
37866	1343
37873	1182
37882	1311
37882	1423
37884	1555
37884	1529
37884	1291
37888	1307
37888	1314
37898	1290
37898	1289
37915	1310
37915	1293
37915	1293
37915	1298
37915	1310
37915	1290
37915	1419
37924	1299
37924	1319
37924	1293
37924	1298
37934	1292
37937	1298
37937	1291
37944	1297
37944	1292
37950	1273
37950	1182
37975	1187
37990	1292
38003	1167
38013	1301
38027	1419
38027	1326
38029	1339
38037	1444
38037	1655
38037	1303
38037	1290
38047	1295
38047	1307
38068	1302
38068	1308
38070	1305
38070	1310
38074	1507
38074	1292
38096	1463
38096	1458
38099	1313
38108	1307
38121	1532
38121	1532
38121	1563
38121	1444
38121	1652
38121	1743
38121	1607
38121	1307
38121	1607
38121	1527
38133	1527
38162	1298
38162	1293
38162	1294
38164	1289
38164	1373
38167	1314
38172	1298
38172	1297
38172	1342
38176	1272
38182	1186
38185	1323
38185	1328
38185	1389
38185	1385
38185	1312
38185	1313
38185	1422
38185	1321
38185	1316
38185	1322
38185	1324
38196	1314
38198	1563
38199	1290
38204	1276
38217	1293
38217	1309
38217	1307
38217	1307
38217	1295
38217	1295
38217	1294
38223	1293
38223	1295
38225	1591
38225	1597
38229	1278
38241	1293
38242	1306
38249	1461
38249	1293
38257	1292
38257	1303
38257	1304
38257	1310
38268	1278
38270	1377
38271	1444
38274	1343
38318	1297
38342	1336
38343	1319
38343	1336
38343	1300
38343	1444
38343	1465
38346	1175
38376	1242
38376	1293
38376	1290
38376	1303
38376	1505
38376	1505
38382	1294
38382	1298
38382	1293
38386	1743
38391	1590
38406	1305
38406	1309
38406	1362
38406	1295
38411	1716
38411	1313
38411	1312
38411	1422
38411	1670
38411	1718
38411	1725
38420	1547
38420	1529
38420	1301
38420	1302
38420	1311
38420	1314
38420	1419
38420	1520
38420	1303
38422	1408
38422	1414
38444	1339
38455	1295
38456	1284
38457	1263
38463	1290
38471	1307
38471	1314
38475	1307
38476	1280
38483	1292
38483	1326
38483	1307
38483	1314
38483	1295
38484	1279
38487	1743
38487	1655
38487	1604
38487	1741
38487	1741
38510	1353
38510	1353
38518	1295
38518	1301
38518	1519
38518	1517
38518	1290
38525	1293
38525	1298
38541	1334
38541	1333
38541	1313
38541	1312
38541	1327
38541	1316
38541	1325
38549	1242
38554	1202
38564	1307
38564	1293
38564	1442
38565	1465
38588	1309
38588	1326
38589	1303
38589	1289
38603	1290
38603	1326
38603	1310
38603	1308
38603	1308
38603	1290
38603	1301
38613	1590
38615	1253
38617	1314
38617	1295
38617	1314
38617	1307
38617	1314
38632	1465
38632	1296
38633	1271
38639	1295
38639	1307
38644	1275
38645	1307
38645	1295
38653	1341
38653	1339
38653	1299
38653	1315
38654	1275
38660	1212
38671	1242
38674	1307
38680	1290
38683	1330
38696	1310
38703	1748
38704	1300
38708	1289
38710	1343
38715	1307
38721	1329
38724	1211
38725	1293
38726	1688
38728	1419
38739	1307
38739	1330
38753	1186
38758	1314
38758	1314
38758	1307
38759	1310
38759	1291
38759	1295
38763	1298
38763	1291
38763	1295
38763	1307
38775	1253
38784	1290
38784	1289
38796	1275
38796	1280
38818	1313
38818	1294
38820	1224
38822	1293
38825	1284
38827	1465
38827	1527
38827	1314
38827	1307
38827	1520
38827	1326
38833	1275
38836	1299
38836	1300
38836	1311
38836	1306
38861	1291
38861	1316
38861	1324
38861	1313
38870	1291
38870	1336
38870	1293
38870	1298
38878	1291
38878	1298
38878	1293
38878	1297
38878	1299
38878	1296
38878	1308
38878	1307
38902	1289
38905	1195
38905	1185
38905	1166
38912	1305
38912	1290
38912	1290
38916	1320
38916	1336
38916	1305
38916	1306
38920	1301
38925	1206
38926	1203
38935	1455
38935	1577
38935	1314
38935	1307
38938	1223
38953	1296
38953	1366
38953	1423
38953	1314
38958	1242
38968	1290
38970	1312
38970	1316
38973	1266
38973	1275
38977	1185
38977	1212
38979	1300
38979	1295
38979	1314
38979	1307
38979	1298
38979	1291
38979	1297
38979	1310
38979	1455
38988	1314
38988	1307
38988	1295
38988	1311
38988	1314
38988	1307
38988	1295
38988	1311
38994	1307
38994	1314
38994	1293
39006	1545
39009	1375
39009	1342
39009	1418
39009	1372
39009	1297
39017	1294
39028	1290
39032	1289
39032	1292
39032	1299
39032	1345
39036	1256
39038	1527
39045	1298
39048	1193
39053	1206
39057	1303
39082	1231
39092	1253
39096	1275
39108	1342
39108	1297
39108	1530
39108	1292
39108	1336
39108	1335
39108	1290
39108	1289
39108	1314
39108	1314
39114	1326
39114	1314
39117	1184
39117	1289
39123	1289
39123	1290
39127	1294
39127	1302
39133	1291
39144	1293
39144	1314
39144	1307
39147	1311
39147	1335
39147	1419
39147	1461
39159	1363
39176	1314
39176	1330
39176	1330
39176	1314
39179	1175
39184	1300
39184	1294
39184	1293
39186	1419
39186	1303
39186	1326
39186	1375
39188	1290
39188	1465
39188	1373
39188	1289
39188	1290
39204	1313
39204	1335
39204	1316
39204	1326
39204	1312
39205	1172
39216	1297
39216	1297
39216	1342
39216	1371
39216	1372
39221	1185
39227	1231
39231	1597
39231	1527
39231	1591
39231	1444
39242	1291
39242	1298
39242	1303
39242	1342
39243	1215
39251	1300
39259	1314
39260	1329
39260	1343
39262	1465
39262	1444
39266	1292
39266	1294
39266	1297
39266	1326
39266	1342
39270	1307
39270	1295
39270	1314
39270	1291
39273	1295
39273	1302
39274	1204
39281	1294
39281	1294
39281	1298
39281	1291
39281	1298
39287	1326
39287	1325
39287	1303
39287	1326
39287	1325
39287	1303
39292	1289
39293	1328
39293	1333
39293	1334
39293	1534
39295	1314
39295	1307
39295	1295
39301	1312
39301	1313
39301	1316
39301	1317
39301	1324
39302	1278
39305	1211
39316	1290
39316	1291
39316	1319
39318	1289
39318	1289
39318	1289
39318	1290
39324	1310
39328	1547
39328	1597
39328	1374
39344	1334
39344	1333
39344	1313
39344	1290
39344	1289
39352	1303
39352	1289
39352	1300
39352	1290
39352	1314
39352	1303
39352	1300
39352	1363
39352	1315
39352	1304
39356	1293
39358	1296
39359	1293
39360	1307
39360	1297
39360	1293
39360	1336
39373	1307
39373	1419
39373	1300
39373	1419
39373	1300
39373	1326
39373	1419
39373	1309
39376	1290
39377	1172
39377	1296
39377	1547
39384	1290
39384	1326
39389	1298
39389	1294
39394	1319
39394	1336
39394	1311
39398	1305
39398	1306
39398	1314
39398	1307
39400	1307
39401	1307
39401	1295
39405	1362
39405	1373
39405	1307
39408	1313
39412	1298
39419	1291
39434	1310
39436	1307
39436	1295
39444	1293
39446	1303
39446	1297
39446	1293
39446	1307
39446	1309
39447	1294
39457	1293
39457	1291
39461	1290
39461	1307
39464	1310
39464	1505
39465	1564
39469	1292
39469	1300
39469	1293
39472	1535
39472	1305
39472	1465
39472	1342
39472	1322
39472	1323
39472	1324
39472	1325
39472	1419
39472	1326
39472	1373
39479	1289
39479	1290
39479	1295
39479	1290
39479	1295
39479	1289
39479	1325
39479	1313
39479	1423
39479	1324
39480	1307
39482	1291
39482	1307
39482	1295
39482	1290
39482	1291
39482	1294
39482	1298
39484	1299
39484	1293
39484	1294
39496	1326
39496	1329
39498	1462
39498	1298
39498	1293
39501	1211
39503	1275
39504	1320
39504	1336
39504	1426
39504	1426
39504	1336
39504	1320
39504	1192
39506	1324
39506	1326
39506	1325
39506	1292
39515	1297
39515	1295
39515	1320
39515	1342
39518	1339
39518	1290
39518	1303
39525	1291
39525	1284
39527	1293
39528	1298
39529	1216
39533	1291
39537	1294
39537	1292
39537	1314
39537	1289
39537	1290
39541	1298
39546	1313
39546	1326
39546	1313
39546	1326
39546	1324
39546	1419
39546	1313
39546	1314
39546	1531
39546	1446
39546	1298
39546	1520
39547	1319
39547	1336
39547	1320
39552	1292
39557	1278
39561	1307
39563	1307
39569	1307
39571	1330
39571	1293
39571	1366
39571	1654
39572	1314
39572	1326
39572	1335
39572	1298
39572	1315
39576	1364
39577	1185
39578	1289
39586	1550
39586	1289
39590	1275
39606	1292
39606	1300
39620	1547
39620	1326
39620	1657
39620	1296
39620	1638
39620	1653
39620	1733
39620	1547
39620	1607
39620	1660
39620	1305
39620	1306
39620	1658
39620	1660
39620	1444
39622	1298
39624	1278
39632	1335
39632	1360
39635	1465
39636	1363
39644	1296
39644	1291
39644	1326
39644	1315
39644	1295
39644	1419
39644	1419
39648	1300
39656	1291
39665	1362
39671	1290
39671	1307
39671	1332
39671	1290
39671	1289
39676	1309
39682	1291
39682	1298
39685	1295
39687	1290
39688	1231
39692	1294
39698	1336
39703	1307
39709	1274
39710	1295
39710	1307
39710	1307
39710	1295
39720	1307
39720	1330
39720	1294
39720	1293
39720	1298
39728	1364
39728	1294
39728	1352
39731	1343
39731	1340
39731	1303
39731	1332
39734	1298
39734	1291
39735	1300
39742	1310
39742	1309
39745	1298
39769	1307
39769	1307
39780	1314
39780	1293
39785	1293
39789	1303
39789	1290
39792	1303
39797	1505
39797	1297
39797	1342
39797	1372
39797	1303
39797	1443
39797	1505
39797	1378
39799	1454
39799	1314
39799	1336
39799	1374
39801	1275
39803	1297
39803	1293
39803	1363
39811	1293
39813	1310
39813	1326
39820	1326
39820	1293
39820	1291
39820	1298
39822	1532
39822	1289
39822	1303
39822	1290
39822	1444
39822	1369
39822	1529
39825	1303
39825	1313
39825	1324
39825	1325
39826	1274
39828	1289
39832	1275
39832	1275
39832	1295
39832	1315
39832	1307
39837	1307
39837	1307
39840	1298
39843	1291
39843	1298
39843	1294
39843	1293
39843	1505
39852	1296
39858	1292
39858	1291
39858	1298
39858	1293
39858	1352
39863	1275
39863	1292
39863	1297
39863	1372
39863	1342
39867	1505
39867	1271
39870	1298
39871	1307
39871	1297
39871	1342
39871	1303
39871	1299
39871	1291
39871	1303
39871	1307
39871	1290
39871	1303
39871	1312
39871	1422
39871	1324
39872	1253
39881	1313
39887	1326
39887	1289
39887	1373
39893	1362
39893	1347
39899	1216
39902	1309
39903	1305
39915	1313
39915	1312
39915	1309
39915	1316
39915	1342
39915	1302
39917	1292
39917	1323
39917	1519
39917	1295
39917	1307
39929	1308
39929	1310
39929	1311
39929	1326
39939	1314
39939	1326
39939	1336
39943	1363
39943	1365
39943	1299
39943	1303
39943	1465
39943	1323
39943	1749
39944	1326
39944	1295
39949	1172
39954	1294
39957	1275
39962	1290
39962	1290
39965	1330
39965	1315
39965	1510
39965	1326
39965	1295
39965	1419
39968	1378
39969	1293
39970	1363
39970	1290
39972	1290
39972	1290
39972	1291
39972	1458
39972	1463
39972	1289
39972	1373
39972	1290
39972	1303
39972	1290
39972	1373
39972	1590
39973	1339
39974	1293
39977	1330
39979	1271
39980	1184
39980	1216
39980	1275
39980	1274
39981	1462
39985	1444
39986	1307
39986	1332
39986	1322
39986	1325
39986	1334
39986	1338
39986	1340
39986	1341
39986	1342
39986	1458
39986	1343
39986	1541
39993	1454
39993	1507
39993	1362
39996	1347
40002	1303
40002	1300
40002	1314
40007	1303
40007	1293
40008	1346
40008	1363
40008	1366
40008	1296
40010	1295
40012	1366
40014	1306
40014	1307
40014	1305
40014	1292
40014	1291
40014	1444
40014	1555
40015	1289
40016	1329
40016	1340
40016	1329
40023	1352
40024	1289
40034	1166
40036	1292
40036	1289
40041	1306
40041	1305
40041	1527
40041	1307
40041	1314
40041	1527
40045	1309
40051	1314
40051	1299
40051	1293
40051	1296
40051	1298
40051	1293
40051	1292
40051	1300
40051	1597
40051	1297
40051	1342
40051	1303
40057	1310
40062	1278
40064	1294
40064	1290
40066	1533
40066	1533
40073	1294
40073	1293
40073	1298
40080	1293
40080	1294
40080	1298
40080	1291
40081	1271
40094	1211
40094	1290
40094	1596
40094	1314
40095	1306
40095	1289
40095	1293
40095	1307
40095	1520
40095	1289
40096	1293
40096	1294
40096	1298
40098	1283
40107	1362
40111	1289
40111	1289
40111	1327
40111	1454
40111	1324
40111	1323
40111	1322
40111	1326
40111	1333
40111	1334
40111	1444
40112	1290
40125	1310
40125	1326
40127	1297
40127	1298
40130	1307
40133	1465
40134	1307
40134	1326
40134	1292
40134	1292
40134	1463
40143	1419
40143	1372
40143	1342
40143	1325
40143	1324
40143	1323
40143	1326
40143	1373
40143	1314
40143	1371
40151	1446
40151	1531
40152	1505
40158	1332
40162	1346
40162	1292
40164	1314
40175	1290
40177	1293
40177	1307
40179	1295
40179	1329
40187	1332
40191	1336
40194	1313
40194	1313
40195	1291
40195	1291
40195	1556
40198	1211
40198	1211
40198	1213
40199	1290
40204	1296
40206	1660
40212	1712
40212	1313
40212	1312
40212	1521
40218	1263
40218	1314
40218	1300
40220	1231
40222	1307
40222	1305
40222	1307
40228	1306
40228	1185
40228	1295
40231	1303
40231	1303
40234	1185
40234	1306
40235	1166
40235	1222
40235	1466
40236	1290
40236	1327
40236	1303
40236	1302
40243	1275
40250	1293
40250	1298
40252	1290
40255	1290
40256	1298
40259	1293
40263	1290
40263	1295
40263	1303
40263	1289
40269	1292
40269	1298
40273	1295
40273	1300
40273	1290
40273	1302
40273	1289
40273	1291
40273	1289
40273	1291
40274	1309
40274	1314
40279	1307
40281	1300
40281	1444
40281	1309
40286	1738
40287	1313
40287	1316
40287	1313
40287	1314
40292	1363
40292	1310
40292	1315
40295	1291
40295	1307
40295	1305
40297	1218
40297	1297
40299	1336
40299	1293
40303	1305
40303	1597
40303	1591
40303	1697
40303	1698
40303	1703
40303	1296
40303	1647
40303	1301
40303	1527
40303	1291
40303	1302
40306	1307
40306	1295
40319	1314
40321	1312
40321	1313
40321	1336
40321	1316
40330	1313
40330	1465
40332	1218
40332	1195
40332	1300
40332	1564
40332	1527
40338	1314
40338	1362
40339	1297
40339	1300
40340	1313
40343	1290
40345	1294
40345	1307
40345	1326
40346	1289
40347	1218
40347	1505
40354	1298
40356	1307
40362	1347
40362	1302
40362	1303
40362	1304
40363	1185
40364	1307
40364	1295
40365	1352
40368	1296
40368	1465
40368	1295
40368	1345
40368	1314
40371	1325
40371	1312
40371	1313
40371	1316
40371	1317
40372	1349
40372	1282
40373	1348
40374	1312
40374	1290
40374	1313
40374	1324
40375	1298
40379	1326
40379	1300
40382	1302
40391	1294
40391	1298
40393	1290
40405	1297
40413	1336
40413	1326
40425	1302
40425	1329
40425	1297
40425	1303
40430	1292
40430	1289
40437	1275
40437	1275
40440	1293
40442	1254
40444	1345
40444	1300
40452	1343
40453	1290
40457	1312
40457	1313
40460	1310
40460	1298
40460	1371
40460	1298
40460	1310
40462	1295
40463	1211
40463	1298
40466	1291
40466	1462
40466	1527
40466	1465
40466	1253
40466	1646
40466	1299
40466	1578
40466	1303
40466	1527
40466	1292
40466	1558
40466	1597
40466	1602
40469	1328
40469	1330
40469	1307
40472	1314
40472	1301
40472	1314
40473	1270
40474	1346
40478	1289
40478	1290
40478	1363
40480	1294
40480	1319
40480	1312
40481	1300
40481	1311
40485	1313
40489	1319
40490	1326
40490	1290
40490	1289
40490	1253
40493	1275
40495	1308
40497	1290
40497	1289
40497	1309
40497	1366
40497	1299
40497	1303
40497	1423
40497	1289
40497	1289
40497	1342
40497	1290
40497	1303
40497	1289
40497	1373
40497	1373
40497	1347
40497	1345
40497	1292
40502	1275
40502	1290
40504	1290
40504	1294
40504	1302
40510	1314
40510	1291
40512	1298
40512	1335
40512	1298
40512	1342
40512	1297
40512	1292
40512	1335
40512	1326
40512	1298
40512	1363
40512	1341
40512	1340
40512	1323
40512	1326
40512	1335
40513	1231
40515	1290
40515	1289
40516	1295
40516	1366
40516	1302
40516	1303
40516	1306
40516	1291
40523	1307
40523	1314
40524	1274
40529	1366
40529	1298
40529	1293
40530	1290
40530	1303
40530	1289
40532	1192
40532	1353
40532	1293
40532	1293
40539	1282
40539	1293
40539	1291
40543	1293
40543	1303
40550	1335
40550	1326
40550	1289
40552	1298
40556	1269
40556	1269
40558	1316
40558	1318
40558	1313
40559	1302
40559	1303
40560	1281
40561	1312
40561	1313
40561	1314
40561	1299
40561	1307
40564	1314
40564	1307
40565	1314
40565	1307
40567	1302
40569	1290
40569	1289
40573	1307
40575	1289
40575	1323
40576	1343
40577	1275
40578	1343
40582	1303
40582	1340
40583	1310
40583	1303
40583	1326
40583	1289
40583	1303
40583	1313
40583	1312
40583	1324
40583	1313
40583	1291
40583	1325
40583	1419
40583	1303
40583	1290
40583	1325
40583	1324
40583	1325
40585	1290
40590	1329
40590	1293
40590	1298
40590	1465
40590	1291
40590	1527
40591	1253
40594	1314
40594	1346
40594	1292
40594	1293
40595	1289
40595	1324
40595	1325
40595	1419
40597	1302
40597	1307
40597	1314
40598	1284
40598	1275
40602	1647
40603	1314
40605	1527
40607	1284
40611	1290
40611	1307
40611	1314
40617	1326
40617	1309
40617	1326
40618	1314
40620	1298
40620	1298
40620	1293
40623	1298
40628	1185
40628	1275
40628	1216
40628	1211
40631	1314
40632	1297
40632	1303
40632	1302
40632	1290
40632	1343
40632	1333
40632	1329
40632	1323
40632	1292
40632	1297
40632	1298
40632	1293
40632	1290
40632	1314
40632	1530
40632	1604
40632	1297
40632	1578
40632	1253
40632	1326
40632	1604
40632	1297
40632	1419
40634	1290
40634	1303
40634	1294
40634	1305
40634	1306
40634	1293
40634	1305
40634	1306
40634	1294
40634	1298
40634	1330
40634	1293
40634	1298
40634	1294
40634	1305
40634	1306
40639	1314
40639	1307
40644	1314
40646	1298
40646	1297
40648	1298
40651	1263
40653	1289
40653	1295
40655	1564
40655	1654
40655	1291
40655	1301
40655	1296
40655	1298
40655	1290
40655	1308
40655	1314
40655	1326
40655	1295
40655	1307
40655	1314
40655	1291
40655	1290
40655	1419
40655	1326
40655	1535
40655	1290
40655	1292
40655	1309
40655	1535
40655	1419
40655	1299
40655	1527
40655	1314
40655	1310
40655	1290
40661	1297
40662	1363
40665	1307
40666	1320
40666	1295
40666	1326
40666	1294
40670	1326
40675	1297
40676	1307
40678	1290
40678	1310
40678	1535
40680	1363
40680	1300
40680	1307
40680	1314
40680	1311
40680	1303
40680	1306
40680	1347
40682	1314
40682	1299
40682	1298
40684	1326
40684	1335
40686	1333
40687	1307
40688	1352
40688	1352
40688	1352
40688	1291
40688	1289
40688	1346
40689	1290
40689	1342
40689	1291
40690	1319
40690	1374
40697	1314
40700	1342
40700	1295
40700	1306
40701	1290
40701	1289
40701	1289
40701	1290
40705	1293
40705	1290
40705	1289
40707	1314
40707	1314
40707	1314
40710	1309
40710	1302
40710	1624
40710	1303
40710	1336
40710	1300
40710	1336
40710	1300
40712	1326
40712	1335
40717	1314
40717	1292
40717	1342
40717	1300
40718	1291
40718	1620
40724	1309
40725	1274
40726	1211
40726	1419
40727	1365
40727	1307
40729	1352
40736	1290
40736	1289
40737	1292
40737	1303
40737	1296
40737	1294
40737	1293
40737	1300
40737	1295
40737	1444
40737	1325
40740	1289
40740	1313
40743	1346
40745	1290
40747	1311
40747	1326
40748	1312
40757	1297
40758	1296
40761	1352
40762	1363
40766	1289
40768	1363
40769	1300
40769	1323
40769	1318
40769	1291
40770	1412
40778	1307
40778	1314
40780	1301
40783	1341
40783	1342
40784	1527
40784	1303
40784	1578
40784	1294
40787	1353
40787	1295
40787	1314
40796	1289
40796	1303
40796	1325
40796	1305
40799	1314
40799	1295
40800	1363
40800	1291
40800	1336
40800	1320
40800	1307
40800	1290
40800	1291
40800	1375
40800	1319
40800	1298
40800	1296
40800	1373
40800	1290
40800	1326
40800	1292
40800	1293
40800	1318
40800	1337
40800	1318
40800	1457
40800	1312
40800	1289
40800	1313
40800	1336
40800	1534
40800	1423
40800	1312
40800	1586
40800	1586
40800	1313
40800	1614
40800	1586
40800	1378
40800	1533
40800	1378
40803	1186
40806	1175
40809	1306
40813	1309
40815	1363
40816	1302
40816	1297
40816	1374
40816	1375
40816	1597
40817	1289
40824	1300
40829	1291
40829	1314
40829	1290
40829	1290
40829	1289
40829	1458
